ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
El Palomar (Argentina) - Punta del Este (Uruguay),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Punta del Este (Uruguay),Punta del Este,Uruguay,,América del Sur,-34.9632342,-54.9439981
Mendoza (Argentina) - La Serena (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,La Serena (Chile),La Serena,Chile,,América del Sur,-29.902631,-71.2520253
Mar del Plata (Argentina) - Santa Fe (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
El Palomar (Argentina) - Santiago (Chile),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Córdoba (Argentina) - La Serena (Chile),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,La Serena (Chile),La Serena,Chile,,América del Sur,-29.902631,-71.2520253
Ushuaia (Argentina) - Río de Janeiro (Brasil),Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Córdoba (Argentina) - Barranca (Perú),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Barranca (Perú),Barranca,Perú,,América del Sur,-10.7065265,-77.6747882
El Palomar (Argentina) - Resistencia (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Córdoba (Argentina) - San Fernando del Valle de Catamarca (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
Comodoro Rivadavia (Argentina) - San Miguel de Tucumán (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Comodoro Rivadavia (Argentina) - Rosario (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
San Miguel de Tucumán (Argentina) - Río de Janeiro (Brasil),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Ezeiza (Argentina) - East London (Sudáfrica),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,East London (Sudáfrica),East London,Sudáfrica,,África,-33.0191604,27.8998573
Mar del Plata (Argentina) - San Juan (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Corrientes (Argentina) - Posadas (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Posadas (Argentina),Posadas,Argentina,Misiones,América del Sur,-27.3664824,-55.894295
Rosario (Argentina) - Bogotá (Colombia),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Bogotá (Colombia),Bogotá,Colombia,,América del Sur,4.7110053,-74.0720857
Ezeiza (Argentina) - Nueva Orleans (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Nueva Orleans (Estados Unidos),Nueva Orleans,Estados Unidos,,América del Norte,29.9759983,-90.0782127
Bahía Blanca (Argentina) - San Miguel de Tucumán (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Salta (Argentina) - Punta Cana (República Dominicana),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Resistencia (Argentina) - San Salvador de Jujuy (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
El Palomar (Argentina) - Trelew (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Rio Hondo (Argentina) - San Miguel de Tucumán (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Puerto Iguazú (Argentina) - Punta Cana (República Dominicana),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Ezeiza (Argentina) - Punta Arenas (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Punta Arenas (Chile),Punta Arenas,Chile,,América del Sur,-53.1625688,-70.907822
Santa Fe (Argentina) - Sunchales (Argentina),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Sunchales (Argentina),Sunchales,Argentina,Santa Fe,América del Sur,-30.9450891,-61.5608072
Ezeiza (Argentina) - Paraná (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568
Mendoza (Argentina) - Miami (Estados Unidos),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Miami (Estados Unidos),Miami,Estados Unidos,,América del Norte,25.7741728,-80.19362
Ezeiza (Argentina) - Cali (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cali (Colombia),Cali,Colombia,,América del Sur,3.4519988,-76.5325259
Ezeiza (Argentina) - Lübeck (Alemania),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Lübeck (Alemania),Lübeck,Alemania,,Europa,53.866444,10.684738
El Palomar (Argentina) - Rosario (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
El Palomar (Argentina) - Concepcion (Chile),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Concepcion (Chile),Concepcion,Chile,,América del Sur,-36.8270698,-73.0502064
Mar del Plata (Argentina) - São Paulo (Brasil),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Mar del Plata (Argentina) - Porto Alegre (Brasil),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
Ezeiza (Argentina) - Tampa (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Tampa (Estados Unidos),Tampa,Estados Unidos,,América del Norte,27.9477595,-82.458444
Mendoza (Argentina) - México DF (México),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,México DF (México),México DF,México,,América del Norte,19.512204,-98.8743676
Reconquista (Argentina) - Santa Fe (Argentina),Reconquista (Argentina),Reconquista,Argentina,Santa Fe,América del Sur,-29.1443478,-59.6437728,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Ezeiza (Argentina) - Altenrhein (Suiza),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Altenrhein (Suiza),Altenrhein,Suiza,,Europa,47.4903839,9.5540541
Ezeiza (Argentina) - La Serena (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,La Serena (Chile),La Serena,Chile,,América del Sur,-29.902631,-71.2520253
Bahía Blanca (Argentina) - Viedma (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Viedma (Argentina),Viedma,Argentina,Río Negro,América del Sur,-40.8084274,-62.994722
Rosario (Argentina) - Belo Horizonte (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Belo Horizonte (Brasil),Belo Horizonte,Brasil,,América del Sur,-19.9227318,-43.9450948
Ciudad de Buenos Aires (Argentina) - Melo (Uruguay),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Melo (Uruguay),Melo,Uruguay,,América del Sur,-32.3680849,-54.1697146
Ezeiza (Argentina) - Barranca (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Barranca (Perú),Barranca,Perú,,América del Sur,-10.7065265,-77.6747882
Rosario (Argentina) - Fortaleza (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Fortaleza (Brasil),Fortaleza,Brasil,,América del Sur,-3.7304512,-38.5217989
Ezeiza (Argentina) - Rapel (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Rapel (Chile),Rapel,Chile,,América del Sur,-33.9434247,-71.7380794
Ciudad de Buenos Aires (Argentina) - Pisco (Perú),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Pisco (Perú),Pisco,Perú,,América del Sur,-13.7099813,-76.2029793
Puerto Iguazú (Argentina) - Madrid (España),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Madrid (España),Madrid,España,,Europa,40.4167047,-3.7035825
Puerto Iguazú (Argentina) - Asunción (Paraguay),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ezeiza (Argentina) - Geneva (Suiza),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Geneva (Suiza),Geneva,Suiza,,Europa,46.2017559,6.1466014
Santa Fe (Argentina) - Belo Horizonte (Brasil),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Belo Horizonte (Brasil),Belo Horizonte,Brasil,,América del Sur,-19.9227318,-43.9450948
Mendoza (Argentina) - Río Gallegos (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Ezeiza (Argentina) - Gaillac (Francia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Gaillac (Francia),Gaillac,Francia,,Europa,43.9016766,1.8967943
Rosario (Argentina) - Arequipa (Perú),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Arequipa (Perú),Arequipa,Perú,,América del Sur,-16.3988667,-71.5369607
El Palomar (Argentina) - Río de Janeiro (Brasil),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
El Calafate (Argentina) - Mar del Plata (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079
Rosario (Argentina) - Roma (Italia),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Roma (Italia),Roma,Italia,,Europa,41.8933203,12.4829321
Rosario (Argentina) - Frankfurt am Main (Alemania),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Frankfurt am Main (Alemania),Frankfurt am Main,Alemania,,Europa,50.1106444,8.6820917
Rosario (Argentina) - Houston (Estados Unidos),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Houston (Estados Unidos),Houston,Estados Unidos,,América del Norte,29.7589382,-95.3676974
Ezeiza (Argentina) - Chepica (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Chepica (Chile),Chepica,Chile,,América del Sur,-34.7285856,-71.2738582
Corrientes (Argentina) - Resistencia (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Puerto Iguazú (Argentina) - Palma de Mallorca (España),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Palma de Mallorca (España),Palma de Mallorca,España,,Europa,39.5695818,2.6500745
Santa Fe (Argentina) - Asunción (Paraguay),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Córdoba (Argentina) - Puerto Argentino (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Puerto Argentino (Argentina),Puerto Argentino,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-39.1090528,-67.0883807
Corrientes (Argentina) - San Salvador de Jujuy (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
El Palomar (Argentina) - Ushuaia (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133
Rosario (Argentina) - San Rafael (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Ezeiza (Argentina) - Orlando (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Orlando (Estados Unidos),Orlando,Estados Unidos,,América del Norte,28.5421109,-81.3790304
Mendoza (Argentina) - Santiago del Estero (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
El Palomar (Argentina) - Florianópolis (Brasil),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
Ezeiza (Argentina) - Bagé (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Bagé (Brasil),Bagé,Brasil,,América del Sur,-31.3314264,-54.1062808
El Palomar (Argentina) - São Paulo (Brasil),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Mar del Plata (Argentina) - Santiago (Chile),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Comodoro Rivadavia (Argentina) - San Julian (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,San Julian (Argentina),San Julian,Argentina,Santa Cruz,América del Sur,-24.3073253,-64.6594346
San Miguel de Tucumán (Argentina) - La Paz (Bolivia),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,La Paz (Bolivia),La Paz,Bolivia,,América del Sur,-16.4955455,-68.1336229
San Miguel de Tucumán (Argentina) - Arequipa (Perú),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Arequipa (Perú),Arequipa,Perú,,América del Sur,-16.3988667,-71.5369607
Ciudad de Buenos Aires (Argentina) - Fortaleza (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Fortaleza (Brasil),Fortaleza,Brasil,,América del Sur,-3.7304512,-38.5217989
Ezeiza (Argentina) - Puerto Maldonado (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Puerto Maldonado (Perú),Puerto Maldonado,Perú,,América del Sur,-12.5938633,-69.1866773
El Palomar (Argentina) - Porto Alegre (Brasil),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
Paraná (Argentina) - Santa Fe (Argentina),Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
El Calafate (Argentina) - Mendoza (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
Ezeiza (Argentina) - Salt Lake City (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Salt Lake City (Estados Unidos),Salt Lake City,Estados Unidos,,América del Norte,40.7596198,-111.886797
Ezeiza (Argentina) - Sydney (Australia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Sydney (Australia),Sydney,Australia,,Oceanía,-33.8698439,151.2082848
